TYP	Street #	CP	Str Name	Sfx	Unit #	City	State	Zip	Area	County	Subdivision	GS Dist	HS Dist	Tot # Units	Type DE/AT	# Stories	Yr Blt	MLS #	Stat	Contingency	Orig List Pr	LP/SP	Sold Pr	List Price	FIN	Short Sale/Foreclosed/Court Approved	SP:LP	SP:OLP	MT	LMT	PIN	Mult PINs	Addl Tax Info	% Common	Taxes	Tax Exemps	Tax Year	As/Asc Dues	MAF	Master Association Fee($)	Spec Assess	Special Service Area	Special Service Area Fee	Unit Fl No	Model	ASF	SF Source	Total SF	Main SF	Aprx Total Fin SF	Exposure	# Rms	Beds	All Beds	Bsmt. Beds	# Full Baths	# Half Baths	Baths	# Interior Fireplaces	#GSp	Garage Type	Bsmt	Basement Description	Remarks	Agent Remarks	# Parking Spaces	Air	Heat/Fuel	AAG	Interior Property Features	Is Parking Included in Price?	Appliances	Amen	Com Ar Amen	Asses Incl	Management Company	Management Contact Name	Management Phone	% Own Occ	Can Owner Rent	Parking Fee/Lease $	2nd Bdr Flr	3rd Bdr Flr	4th Bdr Flr	Deeded Garage Cost	Deeded Parking Cost	Din Flr	Equipment	Fam Rm Flr	Kit Flr	Liv Rm Flr	Mast Bd Bth	Mast Bd Flr	2nd Bdr Sz	3rd Bdr Sz	4th Bdr Sz	Mast Br Sz	Liv Rm Sz	Kit Sz	Fam Rm Sz	Din Sz	Additional Rooms	Bth Amen	Din Rm	Exterior Property Features	List Date	Contract Date	Off Mkt Dt	Closed Date	Acreage	List Office Nm	LO	List Agent	LAG	Co-list Nm	Co-Lister	List Off. Ph.	List Dt Rcvd	List Agent Ph.	Selling Off. Nm	SO	Selling Agent	SAG	Selling Agent Ph.	Coop Comp	SCI
AT	235	W	VAN BUREN	ST	1817	Chicago	Illinois	60607	8032	Cook		299	299	714	Condo, Condo-Loft, High Rise (7+ Stories)	46	2009	08432360	CLSD		227500	255000	255000	227500	Cash	N/A	112%	112%	16	16	17162380221105				3676.48	None	2012	244	No		No	No		18		800	Builder				N (North), City	4	1	1	0	1	0	1		1	Attached	None	None	LARGEST, most Desired 1 bed/1 bath floor plan in new construction bldg. Located in Financial District, walk to everything! Close to all transportation & highways.  This unit boasts high end finishes including Hrdwd flrs, granite tops, SS appliances, high end w/d in unit, & private balcony! Amazing park and dog park in adjacent lot.  24 hour doorman, dry cleaner, & grocery store in bldg. Premium Pkg $35k available.	Parking PIN 17-16-238-022-1717, 2012 Taxes $773.98, Assmt $51.  Owner is also open to selling any of the furniture with the unit.		Central Air	Forced Air		Hardwood Floors, Laundry Hook-Up in Unit	Yes	Oven/Range, Microwave, Dishwasher, Refrigerator, Freezer, Washer, Dryer, Disposal, All Stainless Steel Kitchen Appliances		Bike Room/Bike Trails, Door Person, Elevator, On Site Manager/Engineer, Receiving Room, Security Door Locks, Service Elevator, Valet/Cleaner, Curbs/Gutters, Sidewalks, Street Lights, Street Paved	Heat, Air Conditioning, Water, Gas, Common Insurance, Security, Doorman, TV/Cable, Exterior Maintenance, Scavenger, Snow Removal	Forth Group	Elaine Jenchowski	(312) 212-8064		Yes					35000		Hardwood	Fire Sprinklers, CO Detectors		Hardwood	Hardwood	Shared	Carpet				12X10	17X14	10X9		COMBO	No additional rooms	Soaking Tub	Combined w/ LivRm		08/29/2013	09/13/2013	09/13/2013	10/01/2013		@properties	14703	Nadine Shehaiber	181227	 		(312) 491-0200	08/29/2013	(708) 334-2622	HomeScout Realty	17032	Joel Holland	169052	(847) 899-9505	2.5%-$295 (on Gross SP)	None
AT	235	W	VAN BUREN	ST	4122	Chicago	Illinois	60607	8032	Cook		299	299	714	Condo, High Rise (7+ Stories)	46	2009	08532598	CLSD		343900	339900	339900	343900	Cash	N/A	99%	99%	19	19	17162380210000				NEW	None	2011	339	No		No	No		41		1009	Plans				N (North), City	5	2	2	0	2	0	2		1	Attached	None	None	AWARD WINNING ARCHITECTURE. 46-story new-construction tower primely located in Chicago's South Loop Financial District. S/S Appliances, Euro-cabinets, Granite tops, Hardwood Flooring, Grohe fixtures + 10FT ceilings. WALKSCORE of 98 points "WALKER'S PARADISE". Additional 2-bd floorplans available.	$2000 Bonus - provided in addition to coop commission for contracts secured by 02/28/2014. Commission will be paid upon the closing of the unit.		Central Air	Forced Air		Hardwood Floors, Laundry Hook-Up in Unit	No	Oven/Range, Microwave, Dishwasher, Refrigerator, Freezer, Disposal		Bike Room/Bike Trails, Door Person, Elevator, On Site Manager/Engineer, Receiving Room, Security Door Locks, Service Elevator, Valet/Cleaner	Heat, Air Conditioning, Water, Gas, Common Insurance, Security, Doorman, TV/Cable, Exterior Maintenance, Scavenger, Snow Removal	Forth Group	Michael	(312) 379-0400				Carpet			35900		Hardwood	TV-Cable, Fire Sprinklers, CO Detectors		Hardwood	Hardwood	Full	Carpet	10X10			12X10	15X11	10X10		COMBO	No additional rooms		Combined w/ LivRm	Balcony	02/07/2014	02/25/2014	02/25/2014	04/28/2014		CMK Realty	14772	Scott Hoskins	103173	 		(312) 376-0600	02/07/2014	(312) 376-2035	Richland Global Inc	85614	Chao Ho	855484	(312) 608-3028	2.5% - $250 (on Net SP)	Bonus
AT	235	W	VAN BUREN	ST	4005	Chicago	Illinois	60607	8032	Cook		299	299	714	Condo, High Rise (7+ Stories)	46	2009	08436661	CLSD		345900	376500	376500	345900	Conventional	N/A	109%	109%	1	1	17162380010000				NEW	None	2011	335	No		No	No		40		999	Plans				S (South), Park	5	2	2	0	2	0	2				None	None	AWARD WINNING ARCHITECTURE. 46-story new-construction tower primely located in Chicago's South Loop Financial District. S/S Appliances, Euro-cabinets, Granite tops, Hardwood Flooring, Grohe fixtures, 10 ft ceilings + balcony. WALKSCORE of 98 points "WALKER'S PARADISE". Additional 1-bd or 2-bd floorplans available.			Central Air	Forced Air		Hardwood Floors, Laundry Hook-Up in Unit	Yes	Oven/Range, Microwave, Dishwasher, Refrigerator, Freezer, Disposal		Bike Room/Bike Trails, Door Person, Elevator, On Site Manager/Engineer, Receiving Room, Security Door Locks, Service Elevator, Valet/Cleaner	Heat, Air Conditioning, Water, Gas, Common Insurance, Security, Doorman, TV/Cable, Exterior Maintenance, Scavenger, Snow Removal	Forth Group	Michael	(312) 379-0400				Carpet					Hardwood	TV-Cable, Fire Sprinklers, CO Detectors		Hardwood	Hardwood	Full	Carpet	11X10			13X10	15X11	9X9		COMBO	No additional rooms	Double Sink	Combined w/ LivRm	Balcony	09/04/2013	09/04/2013	09/04/2013	09/04/2013		CMK Realty	14772	Scott Hoskins	103173	 		(312) 376-0600	09/04/2013	(312) 376-2035	Baird & Warner	10274	Bess Ellis	860614	(773) 732-1956	2.5% - $250 OF NET SP (on Net SP)	None
AT	235	W	VAN BUREN	ST	4515	Chicago	Illinois	60607	8032	Cook		299	299	714	Condo	46	2009	08427099	CLSD		499900	499900	499900	499900	Conventional	N/A	100%	100%	1	1	17162380010000				NEW		2011	461	No		No	No		45		1373	Plans				N (North), City, Lake/Water	5	2	2	0	2	0	2				None	None	PREMIUM PENTHOUSE RESIDENCE IN NEW CONSTRUCTION TOWER. FINISHES INCLUDE WENGE KIT CABINETS, GRANITE, S/S APPLIANCES & WALNUT HRD FLRS. CUSTOM MST BATHROOM W/SOAKING TUB & SEP SHOWER W/ FRAMELESS GLASS ENCLOSURE. BALCONY AND PANORAMIC SKYLINE VIEWS. LARGE IN-UNIT STORAGE CLOSET & DEN/FOYER.			Central Air	Forced Air		Hardwood Floors, Laundry Hook-Up in Unit, Storage	No	Oven/Range, Microwave, Dishwasher, Refrigerator, Freezer, Disposal		Bike Room/Bike Trails, Door Person, Elevator, On Site Manager/Engineer, Receiving Room, Security Door Locks	Heat, Air Conditioning, Water, Gas, Common Insurance, Security, Doorman, TV/Cable, Exterior Maintenance, Scavenger, Snow Removal	Forth Group	Michael L	(312) 379-0400				Carpet						Fire Sprinklers, CO Detectors		Hardwood	Hardwood	Full	Carpet	10X10			16X11	15X15	10X7		COMBO	Foyer	Separate Shower, Double Sink	Combined w/ LivRm	Balcony	08/22/2013	08/22/2013	08/22/2013	10/10/2013		CMK Realty	14772	Scott Hoskins	103173	 		(312) 376-0600	08/22/2013	(312) 376-2035	NON MEMBER	NONMEMBER	Non Member	99999		2.5% - $250 OF NET SP (on Net SP)	None
AT	235	W	VAN BUREN	ST	2801	Chicago	Illinois	60607	8032	Cook		299	299	714	Condo, High Rise (7+ Stories)	46	2009	08433176	CLSD		439900	471900	471900	439900	Conventional	N/A	107%	107%	1	1	17162380000000				NEW		2011	433	No		No	No		28		1292	Plans				N (North), E (East), City	5	2	2	0	2	0	2		1	Attached	None	None	Award Winning Architecture. 46-story new-construction tower primly located in Chicago's South Loop Financial District. S/S appliances, euro-cabinets, granite tops, hardwood floors, Grohe fixtures + 10FT ceilings & balcony. WALKSCORE of 98 points "WALKER'S PARADISE". Additional 2-bd floorplans available.			Central Air	Forced Air		Hardwood Floors	Yes	Oven/Range, Microwave, Dishwasher, Refrigerator, Freezer, Disposal		Bike Room/Bike Trails, Door Person, Elevator, On Site Manager/Engineer, Receiving Room, Security Door Locks, Service Elevator	Heat, Air Conditioning, Water, Gas, Common Insurance, Security, Doorman, Exterior Maintenance, Scavenger, Snow Removal	Forth Group	Michael L	(312) 379-0400				Carpet			35900		Hardwood	TV-Cable, Fire Sprinklers, CO Detectors		Hardwood	Hardwood	Full	Carpet	11X16			11X12	16X10	18X9		COMBO	No additional rooms	Double Sink	Combined w/ LivRm	Balcony	08/30/2013	08/30/2013	08/30/2013	08/30/2013		CMK Realty	14772	Scott Hoskins	103173	 		(312) 376-0600	08/30/2013	(312) 376-2035	Coldwell Banker Residential	12660	Blake Golden	186118	(847) 858-3165	2.5% - $250 OF NET SP (on Net SP)	None
AT	235	W	VAN BUREN	ST	1920	Chicago	Illinois	60607	8032	Cook		299	299	714	Condo, High Rise (7+ Stories)	46	2009	08448940	CLSD		229900	213900	213900	229900	Cash	N/A	93%	93%	111	111	17162380010000				NEW	None	2011	232	No		No	No		19		692	Plans				N (North)	4	1	1	0	1	0	1		1	Attached	None	None	Award Winning Architecture. 46-story new-construction tower primly located in Chicago's South Loop Financial District. S/S appliances, euro-cabinets, granite tops, hardwood floors, Grohe fixtures + 10FT ceilings & balcony. WALKSCORE of 98 points "WALKER'S PARADISE". Additional 1-bd floorplans available.	$2000 Bonus - provided in addition to coop commission for contracts secured between 11/01/2013 and 12/31/2013. Commission will be paid upon the closing of the unit.		Central Air	Forced Air		Hardwood Floors, Laundry Hook-Up in Unit	No	Oven/Range, Microwave, Dishwasher, Refrigerator, Freezer, Disposal		Bike Room/Bike Trails, Door Person, Elevator, On Site Manager/Engineer, Receiving Room, Security Door Locks, Service Elevator, Valet/Cleaner	Heat, Air Conditioning, Water, Gas, Common Insurance, Security, Doorman, Exterior Maintenance, Scavenger, Snow Removal	Forth Group	Michael L.	(312) 379-0400							35900		Hardwood	TV-Cable, Fire Sprinklers, CO Detectors			Hardwood	Shared					11X10	12X16	11X5		COMBO	No additional rooms		Combined w/ LivRm		09/19/2013	01/07/2014	01/07/2014	03/25/2014		CMK Realty	14772	Scott Hoskins	103173	 		(312) 376-0600	09/19/2013	(312) 376-2035	Century 21 S.G.R., Inc.	16734	Qizhong Guan	841889	(312) 730-8319	2.5% -$250 OF NET SP (on Net SP)	Bonus
AT	235	W	VAN BUREN	ST	3715	Chicago	Illinois	60607	8032	Cook		299	299	714	Condo, High Rise (7+ Stories)	46	2009	08457388	CLSD		357900	352900	352900	357900	Cash	N/A	99%	99%	15	15	17162380210000				NEW	None	2011	346	No		No	No		37		1031	Plans				N (North), W (West), City	5	2	2	0	2	0	2				None	None	AWARD WINNING ARCHITECTURE. 46-story new-construction tower primely located in Chicago's South Loop Financial District. S/S Appliances, Euro-cabinets, Granite tops, Hardwood Flooring, Grohe fixtures, Balcony + 10FT ceilings. WALKSCORE of 97 points "WALKER'S PARADISE". Additional 1-bd floorplans available.			Central Air	Forced Air		Hardwood Floors, Laundry Hook-Up in Unit	No			Bike Room/Bike Trails, Door Person, Elevator, On Site Manager/Engineer, Receiving Room, Security Door Locks, Service Elevator, Valet/Cleaner	Heat, Air Conditioning, Water, Gas, Common Insurance, Security, Doorman, TV/Cable, Exterior Maintenance, Scavenger, Snow Removal	Forth Group	Michael L.	(312) 379-0400				Carpet						TV-Cable, Fire Sprinklers, CO Detectors				Full	Carpet	11X10			11X10	17X14	16X7		COMBO	No additional rooms	Double Sink		Balcony	09/30/2013	10/14/2013	10/14/2013	12/03/2013		CMK Realty	14772	Scott Hoskins	103173	 		(312) 376-0600	10/01/2013	(312) 376-2035	Re/Max Landmark	12664	Wieslaw Michalski	125582	(773) 919-4400	2.5% - $250 OF NET SP (on Net SP)	None
AT	235	W	VAN BUREN	ST	1719	Chicago	Illinois	60607	8032	Cook		299	299	714	Condo, High Rise (7+ Stories)	46	2009	08451658	CLSD		289900	321000	321000	289900	Conventional	N/A	111%	111%	1	1	17162380261085				NEW		2011	352	No		No	No		17		1048	Plans				N (North), City	5	2	2	0	2	0	2		1	Attached	None	None	AWARD WINNING ARCHITECTURE. 46-story new-construction tower primely located in Chicago's South Loop Financial District. S/S Appliances, Euro-cabinets, Granite tops, Hardwood Flooring, Grohe fixtures, 10FT ceilings + Balcony. Parking available starting at $35,900. WALKSCORE of 97 points "WALKER'S PARADISE". Additional 2-bd floorplans available.			Central Air	Forced Air		Hardwood Floors	Yes	Oven/Range, Microwave, Dishwasher, Refrigerator, Freezer, Disposal		Bike Room/Bike Trails, Door Person, Elevator, On Site Manager/Engineer, Receiving Room, Security Door Locks, Service Elevator	Heat, Air Conditioning, Water, Gas, Common Insurance, Security, Doorman, Exterior Maintenance, Scavenger, Snow Removal	Forth Group	Michael L	(312) 379-0400				Carpet			35900		Hardwood	TV-Cable, Fire Sprinklers, CO Detectors		Hardwood	Hardwood	Full	Carpet	11X10			11X10	14X12	11X7		COMBO	No additional rooms		Combined w/ LivRm	Balcony	09/23/2013	09/23/2013	09/23/2013	09/30/2013		CMK Realty	14772	Scott Hoskins	103173	 		(312) 376-0600	09/23/2013	(312) 376-2035	Berkshire Hathaway HomeServices KoenigRubloff	10900	Sam Tarara	116598	(312) 893-8100	2.5% - $250 OF NET SP (on Net SP)	None
AT	235	W	VAN BUREN	ST	2520	Chicago	Illinois	60607	8032	Cook		299	299	714	Condo, High Rise (7+ Stories)	46	2009	08454663	CLSD		235900	251900	251900	235900	Cash	N/A	107%	107%	103	103	17162380210000				NEW	None	2011	235	No		No	No		25		699	Plans				N (North)	4	1	1	0	1	0	1		1	Attached	None	None	Award Winning Architecture. 46-story new-construction tower primly located in Chicago's South Loop Financial District. S/S appliances, euro-cabinets, granite tops, hardwood floors, Grohe fixtures + 10FT ceilings & balcony. WALKSCORE of 98 points "WALKER'S PARADISE". Additional 1-bd floorplans available.	$2000 Bonus - provided in addition to coop commission for contracts secured between 11/01/2013 and 12/31/2013. Commission will be paid upon the closing of the unit.		Central Air	Forced Air		Hardwood Floors, Laundry Hook-Up in Unit	Yes	Oven/Range, Microwave, Dishwasher, Refrigerator, Freezer, Disposal		Bike Room/Bike Trails, Door Person, Elevator, On Site Manager/Engineer, Receiving Room, Security Door Locks, Service Elevator, Valet/Cleaner	Heat, Air Conditioning, Water, Gas, Common Insurance, Security, Doorman, Exterior Maintenance, Scavenger, Snow Removal	Forth Group	Michael L	(312) 379-0400							35900		Hardwood	TV-Cable, Fire Sprinklers, CO Detectors			Hardwood	Shared					11X10	12X16	11X5		COMBO	No additional rooms		Combined w/ LivRm		09/27/2013	01/07/2014	01/07/2014	03/24/2014		CMK Realty	14772	Scott Hoskins	103173	 		(312) 376-0600	09/27/2013	(312) 376-2035	Pan Realty	23478	Maria Hao	229792	(630) 881-8040	2.5% - $250 OF NET SP (on Net SP)	Bonus
AT	235	W	VAN BUREN	ST	3214	Chicago	Illinois	60607	8032	Cook		299	299	714	Condo, High Rise (7+ Stories)	46	2009	08457604	CLSD		329900	320000	320000	329900	Conventional	N/A	97%	97%	64	64	17162380261950				NEW	None	2011	307	No		No	No		32		916	Plans				N (North), W (West), City	5	2	2	0	2	0	2		1	Attached	None	None	Award Winning Architecture. 46-story new-construction tower primly located in Chicago's South Loop Financial District. S/S appliances, euro-cabinets, granite tops, hardwood floors, Grohe fixtures + 10FT ceilings & balcony. Parking available starting @ $35,900. WALKSCORE of 98 points "WALKER'S PARADISE". Additional 2-bd floorplans available.			Central Air	Forced Air			No	Oven/Range, Microwave, Dishwasher, Refrigerator, Freezer, Disposal		Bike Room/Bike Trails, Door Person, Elevator, On Site Manager/Engineer, Receiving Room, Security Door Locks, Service Elevator, Valet/Cleaner	Heat, Air Conditioning, Water, Gas, Common Insurance, Security, Doorman, Exterior Maintenance, Scavenger, Snow Removal	Forth Group	Michael L.	(312) 379-0400				Carpet			35900		Hardwood	TV-Cable, Fire Sprinklers, CO Detectors		Hardwood	Hardwood	Full	Carpet	10X11			10X12	11X18	8X10		COMBO	No additional rooms	Double Sink	Combined w/ LivRm		10/01/2013	12/03/2013	12/03/2013	01/02/2014		CMK Realty	14772	Scott Hoskins	103173	 		(312) 376-0600	10/01/2013	(312) 376-2035	Hudson Parker Realty Group, LLC	17674	James Mooney	146096	(312) 208-1181	2.5% OF NET SP (on Net SP)	None
AT	235	W	VAN BUREN	ST	2922	Chicago	Illinois	60607	8032	Cook		299	299	714	Condo, High Rise (7+ Stories)	46	2009	08461482	CLSD		317900	345900	345900	317900	Conventional	N/A	109%	109%	4	4	17162380010000				NEW	None	2011	340	No		No	No		29		1012	Plans				N (North), City	5	2	2	0	2	0	2		1	Attached	None	None	Award Winning Architecture. 46-story new-construction tower primly located in Chicago's South Loop Financial District. S/S appliances, euro-cabinets, granite tops, hardwood floors, Grohe fixtures + 10FT ceilings & balcony. Parking available starting @ $35,900. WALKSCORE of 98 points "WALKER'S PARADISE". Additional 2-bd floorplans available.			Central Air	Forced Air		Hardwood Floors	Yes	Oven/Range, Microwave, Dishwasher, Refrigerator, Freezer, Disposal		Bike Room/Bike Trails, Door Person, Elevator, On Site Manager/Engineer, Receiving Room, Security Door Locks, Service Elevator	Heat, Air Conditioning, Water, Gas, Common Insurance, Security, Doorman, TV/Cable, Exterior Maintenance, Scavenger, Snow Removal	Forth Group	Michael L.	(312) 379-0400				Carpet			35900		Hardwood	TV-Cable, Fire Sprinklers, CO Detectors		Hardwood	Hardwood	Full	Carpet	10X10			12X10	15X11	10X10		COMBO	No additional rooms	Double Sink	Combined w/ LivRm	Balcony	10/04/2013	10/07/2013	10/07/2013	10/31/2013		CMK Realty	14772	Scott Hoskins	103173	 		(312) 376-0600	10/07/2013	(312) 376-2035	Coldwell Banker Residential	12660	Blake Golden	186118	(847) 858-3165	2.5% -$250 OF NET SP (on Net SP)	None
AT	235	W	VAN BUREN	ST	3422	Chicago	Illinois	60607	8032	Cook		299	299	714	Condo, High Rise (7+ Stories)	46	2009	08457379	CLSD		327900	362900	362900	327900	Cash	N/A	111%	111%	24	24	17162380210000				NEW	None	2011	341	No		No	No		34		1016	Plans				N (North), City	5	2	2	0	2	0	2				None	None	Award Winning Architecture. 46-story new-construction tower primely located in Chicago's South Loop Financial District. S/S appliances, euro-cabinets, granite tops, hardwood floors, Grohe fixtures + 10FT ceilings & balcony. Parking available starting @ $35,900. WALKSCORE of 98 points "WALKER'S PARADISE". Additional 2-bd floorplans available.			Central Air	Forced Air		Hardwood Floors, Laundry Hook-Up in Unit	Yes	Oven/Range, Microwave, Dishwasher, Refrigerator, Freezer, Disposal		Bike Room/Bike Trails, Door Person, Elevator, On Site Manager/Engineer, Receiving Room, Security Door Locks, Service Elevator, Valet/Cleaner	Heat, Air Conditioning, Water, Gas, Common Insurance, Security, Doorman, Exterior Maintenance, Scavenger, Snow Removal	Forth Group	Michael L.	(312) 379-0400				Carpet					Hardwood	TV-Cable, Fire Sprinklers, CO Detectors		Hardwood	Hardwood	Full	Carpet	10X10			12X10	15X11	10X10		COMBO	No additional rooms	Double Sink	Combined w/ LivRm	Balcony	10/01/2013	10/24/2013	10/24/2013	12/16/2013		CMK Realty	14772	Scott Hoskins	103173	 		(312) 376-0600	10/01/2013	(312) 376-2035	NON MEMBER	NONMEMBER	Non Member	99999		2.5% - $250 OF NET SP (on Net SP)	None
AT	235	W	Van Buren	ST	4418	Chicago	Illinois	60605	8032	Cook		299	299	714	Condo, High Rise (7+ Stories)	46	2009	08458568	CLSD		265900	286000	286000	265900	Conventional	N/A	108%	108%	65	65	17162380210000				NEW	None	2012	275	No		No	No		44		817	Plans				N (North), City	5	1	1	0	1	0	1		1	Attached	None	None	AWARD WINNING ARCHITECTURE. 46-story new-construction tower primely located in Chicago's South Loop Financial District. S/S Appliances, Euro-cabinets, Granite tops, Hardwood Flooring, Grohe fixtures + 10FT ceilings. WALKSCORE of 98 points "WALKER'S PARADISE". Additional 1-bd floorplans available.			Central Air	Forced Air		Hardwood Floors, Laundry Hook-Up in Unit	Yes	Oven/Range, Microwave, Dishwasher, Refrigerator, Freezer, Washer, Dryer, Disposal, All Stainless Steel Kitchen Appliances		Bike Room/Bike Trails, Door Person, Elevator, On Site Manager/Engineer, Receiving Room, Security Door Locks, Service Elevator, Valet/Cleaner	Heat, Air Conditioning, Water, Gas, Common Insurance, Security, Doorman, TV/Cable, Exterior Maintenance, Scavenger, Snow Removal	Forth Group	Michael L.	(312) 379-0400		Yes					35900			TV-Cable, Fire Sprinklers, CO Detectors		Hardwood	Hardwood	None	Carpet				11X10	13X17	9X11		COMBO	Den				10/01/2013	12/04/2013	12/04/2013	04/21/2014		CMK Realty	14772	Scott Hoskins	103173	 		(312) 376-0600	10/02/2013	(312) 376-2035	Pan Realty	23478	Maria Hao	229792	(630) 881-8040	2.5% -$250 OF NET SP (on Net SP)	None
AT	235	W	VAN BUREN	ST	3519	Chicago	Illinois	60607	8032	Cook		299	299	714	Condo, High Rise (7+ Stories)	46	2009	08457429	CLSD		319900	319000	319000	319900	Cash	N/A	100%	100%	8	8	17162380210000				NEW		2011	352	No		No	No		35		1048	Plans				N (North), City	5	2	2	0	2	0	2		1	Attached	None	None	AWARD WINNING ARCHITECTURE. 46-story new-construction tower primely located in Chicago's South Loop Financial District. S/S Appliances, Euro-cabinets, Granite tops, Hardwood Flooring, Grohe fixtures, 10FT ceilings + Balcony. Parking available starting at $35,900. WALKSCORE of 98 points "WALKER'S PARADISE". Additional 2-bd floorplans available.			Central Air	Forced Air		Hardwood Floors	No	Oven/Range, Microwave, Dishwasher, Refrigerator, Freezer, Disposal		Bike Room/Bike Trails, Door Person, Elevator, On Site Manager/Engineer, Receiving Room, Security Door Locks, Service Elevator	Heat, Air Conditioning, Water, Gas, Common Insurance, Security, Doorman, TV/Cable, Exterior Maintenance, Scavenger, Snow Removal	Forth Group	Michael L.	(312) 379-0400				Carpet			35900		Hardwood	TV-Cable, Fire Sprinklers, CO Detectors		Hardwood	Hardwood	Full	Carpet	11X10			11X10	14X11	11X7		COMBO	No additional rooms		Combined w/ LivRm	Balcony	10/01/2013	10/08/2013	10/08/2013	10/10/2013		CMK Realty	14772	Scott Hoskins	103173	 		(312) 376-0600	10/01/2013	(312) 376-2035	Richland Global Inc	85614	Chao Ho	855484	(312) 608-3028	2.5% - $250 OF NET SP (on Net SP)	None
AT	235	W	VAN BUREN	ST	3912	Chicago	Illinois	60607	8032	Cook		299	299	714	Condo, High Rise (7+ Stories)	46	2009	08465673	CLSD		399000	428000	428000	399000	Cash	N/A	107%	107%	13	13	17162380221317				5491	None	2012	366	No		No	No		39		1209	Estimated				S (South), W (West)	5	2	2	0	2	0	2		1	Attached	None	None	RARELY AVAILABLE CORNER UNIT!  WONDERFUL LOCATION AND GREAT VIEWS FROM THIS BRIGHT AND SPACIOUS 2 BEDROOM CONDO WITH TONS OF CLOSET SPACE, BEAUTIFUL HARDWOOD FLOORS. IN-UNIT WASHER AND DRYER. KITCHEN FEATURES STAINLESS STEEL APPLIANCES, GRANITE COUNTER TOPS AND 42" CABINETS.  OPEN FLOORPLAN WITH BOTH BEDROOMS WITH FULL WALLS AND WINDOWS! CUSTOM MADE BLINDS THROUGHOUT.  PRIME PARKING AVL			Central Air	Gas		Laundry Hook-Up in Unit	No	Oven/Range, Microwave, Dishwasher, Refrigerator, Disposal, All Stainless Steel Kitchen Appliances		Door Person	Heat, Air Conditioning, Water, Gas, Common Insurance, Doorman, Exterior Maintenance, Lawn Care, Scavenger, Snow Removal	FORTH GROUP	Michael L	(312) 379-0400				Carpet			35000		Hardwood			Hardwood	Hardwood	Full	Carpet	10X13			10X12	10X22	13X07		COMBO	Balcony		Combined w/ LivRm		10/11/2013	10/23/2013	10/23/2013	11/15/2013		Jameson Sotheby's Intl Realty	10646	Amy Duong	165010	 		(312) 751-0300	10/11/2013	(773) 295-4387	Jin's Group Corporation LTD	84590	Jenny Fultz	148266	(708) 359-9668	2.5% - $295 (on Net SP)	None
AT	235	W	VAN BUREN	ST	4205	Chicago	Illinois	60607	8032	Cook		299	299	714	Condo, High Rise (7+ Stories)	46	2009	08480389	CLSD		335900	375000	375000	335900	Conventional	N/A	112%	112%	1	1	17162380010000				NEW	None	2012	335	No		No	No		42		999	Plans				S (South), Park	5	2	2	0	2	0	2				None	None	AWARD WINNING ARCHITECTURE. 46-story new-construction tower primely located in Chicago's South Loop Financial District. S/S Appliances, Euro-cabinets, Granite tops, Hardwood Flooring, Grohe fixtures, 10 ft ceilings + balcony. WALKSCORE of 98 points "WALKER'S PARADISE". Additional 1-bd or 2-bd floorplans available.			Central Air	Forced Air		Hardwood Floors, Laundry Hook-Up in Unit	Yes	Oven/Range, Microwave, Dishwasher, Refrigerator, Freezer, Disposal		Bike Room/Bike Trails, Door Person, Elevator, On Site Manager/Engineer, Receiving Room, Security Door Locks, Service Elevator, Valet/Cleaner	Heat, Air Conditioning, Water, Gas, Common Insurance, Security, Doorman, TV/Cable, Exterior Maintenance, Scavenger, Snow Removal	Forth Group	Michael Liposcak	(312) 379-0400				Carpet					Hardwood	TV-Cable, Fire Sprinklers, CO Detectors		Hardwood	Hardwood	Full	Carpet	11X10			13X10	15X11	9X9		COMBO	No additional rooms	Double Sink	Combined w/ LivRm	Balcony	11/01/2013	11/01/2013	11/01/2013	11/04/2013		CMK Realty	14772	Scott Hoskins	103173	 		(312) 376-0600	11/02/2013	(312) 376-2035	Newman Realty	84077	Scott R Newman	175275		2.5%-$250 (on Net SP)	None
